sweep_id	case	source	resolution	frames	fps	pan_x	pan_y	crf	repeat	run_id	status	wall_time_ms	preprocess_ms	mask_ms	render_ms	encode_ms	effective_generated_fps	layout_score	motion_score	loop_error	text_score	output	contact_sheet
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	1.0	0.5	23	0	20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r0-480x270	pass	45.18458305392414	3.221958060748875	1.7564999870955944	0.0	40.15912499744445	730.3376012260015	0.9997346289136785	0.014052854850888252	0.0019399812445044518	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r0-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r0-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	1.0	0.5	23	1	20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r1-480x270	pass	48.09512500651181	3.9218750316649675	2.0968749886378646	0.0	42.03237500041723	686.140227217041	0.9997346289136785	0.014052854850888252	0.0019399812445044518	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r1-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023404Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r1-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	1.0	0.5	23	2	20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r2-480x270	pass	46.59295896999538	3.557541989721358	1.873166998848319	0.0	41.13504197448492	708.2615212579892	0.9997346289136785	0.014052854850888252	0.0019399812445044518	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r2-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p1x0-5-crf23-r2-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	2.0	1.0	23	0	20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r0-480x270	pass	45.98404199350625	3.47462494391948	1.939374953508377	0.0	40.53987504448742	717.6402632169694	0.9988961453650466	0.03090069629251957	0.0019511391874402761	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r0-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r0-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	2.0	1.0	23	1	20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r1-480x270	pass	47.23816609475762	3.776333061978221	1.8635420128703117	0.0	41.57454101368785	698.5876618030322	0.9988961453650466	0.03090069629251957	0.0019511391874402761	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r1-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r1-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	2.0	1.0	23	2	20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r2-480x270	pass	47.04266705084592	3.7547500105574727	1.8222499638795853	0.0	41.440124972723424	701.4908394613777	0.9988961453650466	0.03090069629251957	0.0019511391874402761	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r2-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023405Z-track-b-hybrid-sweep-naturalist-f33-p2x1-crf23-r2-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	3.0	1.5	23	0	20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r0-480x270	pass	52.83991701435298	3.8185829762369394	2.3422499652951956	0.0	46.649042051285505	624.5278544066632	0.9977800367728847	0.04577300325036049	0.0019411159446462989	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r0-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r0-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	3.0	1.5	23	1	20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r1-480x270	pass	46.88566701952368	3.8194170920178294	1.7849579453468323	0.0	41.256041964516044	703.8398320377623	0.9977800367728847	0.04577300325036049	0.0019411159446462989	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r1-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r1-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	33	24	3.0	1.5	23	2	20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r2-480x270	pass	47.030959045514464	3.8169999606907368	1.8352080369368196	0.0	41.34837491437793	701.665470356751	0.9977800367728847	0.04577300325036049	0.0019411159446462989	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r2-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023406Z-track-b-hybrid-sweep-naturalist-f33-p3x1-5-crf23-r2-480x270/contact-sheet.jpg
20260427T023312Z-480x270	naturalist	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-v/20260425T144658Z-fal-kling-fal-kling-naturalist-etching-960x540-960x540/input.png	480x270	121	24	1.0	0.5	23	0	20260427T023407Z-track-b-hybrid-sweep-naturalist-f121-p1x0-5-crf23-r0-480x270	pass	76.88504201360047	3.684084047563374	2.1817079978063703	0.0	70.98737498745322	1573.7781606283818	0.9997342620408644	0.014119424857199192	0.0019982298836112022	-1.0	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023407Z-track-b-hybrid-sweep-naturalist-f121-p1x0-5-crf23-r0-480x270/output.mp4	/Users/dennisonbertram/Develop/flipbook-research/outputs/track-b/20260427T023407Z-track-b-hybrid-sweep-naturalist-f121-p1x0-5-crf23-r0-480x270/contact-sheet.jpg
