run_id	commit	resolution	wall_time_ms	model_ms	decode_ms	encode_ms	peak_vram_gb	text_score	layout_score	motion_score	loop_error	status	description
20260424T012710Z-stub_freeze-960x544	nogit	960x544	416.229	5.359	0.000	374.419	NA	1.0000	1.0000	0.0000	0.0000	stub	stub freeze lower-bound, no generated motion
20260424T013710Z-modal-ltx-s1-960x544	nogit	960x544	118489.711	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013908Z-modal-ltx-s2-960x544	nogit	960x544	1628.080	816.257	0.000	459.712	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T013910Z-modal-ltx-s3-960x544	nogit	960x544	1238.974	758.790	0.000	237.328	14.1679	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013911Z-modal-ltx-s4-960x544	nogit	960x544	1314.849	846.543	0.000	242.605	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T013912Z-modal-ltx-s1-768x448	nogit	768x448	287.808	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013913Z-modal-ltx-s2-768x448	nogit	768x448	884.885	392.436	0.000	224.969	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T013914Z-modal-ltx-s3-768x448	nogit	768x448	892.319	449.448	0.000	219.547	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013914Z-modal-ltx-s4-768x448	nogit	768x448	1002.189	501.354	0.000	230.629	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T013915Z-modal-ltx-s1-1280x736	nogit	1280x736	504.153	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013916Z-modal-ltx-s2-1280x736	nogit	1280x736	1741.895	1167.811	0.000	274.493	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T013918Z-modal-ltx-s3-1280x736	nogit	1280x736	1978.863	1296.137	0.000	265.994	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T013920Z-modal-ltx-s4-1280x736	nogit	1280x736	2104.373	1471.221	0.000	302.994	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T013922Z-modal-ltx-s1-960x544	nogit	960x544	422.001	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013922Z-modal-ltx-s2-960x544	nogit	960x544	1259.503	675.234	0.000	257.665	14.1682	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T013924Z-modal-ltx-s3-960x544	nogit	960x544	1199.864	761.222	0.000	238.596	14.1679	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013925Z-modal-ltx-s4-960x544	nogit	960x544	1319.148	842.757	0.000	246.311	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T013926Z-modal-ltx-s1-768x448	nogit	768x448	258.466	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013926Z-modal-ltx-s2-768x448	nogit	768x448	907.021	397.976	0.000	212.922	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T013927Z-modal-ltx-s3-768x448	nogit	768x448	864.036	454.769	0.000	222.658	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013928Z-modal-ltx-s4-768x448	nogit	768x448	930.251	505.226	0.000	232.328	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T013929Z-modal-ltx-s1-1280x736	nogit	1280x736	493.854	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013930Z-modal-ltx-s2-1280x736	nogit	1280x736	1711.063	1128.828	0.000	275.874	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T013931Z-modal-ltx-s3-1280x736	nogit	1280x736	1949.141	1298.321	0.000	277.823	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T013933Z-modal-ltx-s4-1280x736	nogit	1280x736	2103.139	1475.258	0.000	280.527	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T013935Z-modal-ltx-s1-960x544	nogit	960x544	328.393	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013936Z-modal-ltx-s2-960x544	nogit	960x544	1215.610	667.852	0.000	248.749	14.1682	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T013937Z-modal-ltx-s3-960x544	nogit	960x544	1278.150	759.067	0.000	252.141	14.1679	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013938Z-modal-ltx-s4-960x544	nogit	960x544	1321.995	845.208	0.000	238.444	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T013940Z-modal-ltx-s1-768x448	nogit	768x448	270.054	0.000	0.000	0.000	NA	NA	NA	NA	NA	crash	Modal LTX crash: index 0 is out of bounds for dimension 0 with size 0
20260424T013940Z-modal-ltx-s2-768x448	nogit	768x448	819.609	394.214	0.000	230.706	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T013941Z-modal-ltx-s3-768x448	nogit	768x448	949.024	454.018	0.000	222.851	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T013942Z-modal-ltx-s4-768x448	nogit	768x448	927.887	509.185	0.000	222.170	14.0142	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T013957Z-modal-ltx-s2-768x448	nogit	768x448	49609.465	1059.696	0.000	437.159	14.0147	NA	NA	NA	NA	fail	Modal LTX I2V steps=2 guidance=1.0
20260424T014047Z-modal-ltx-s3-768x448	nogit	768x448	883.871	455.884	0.000	207.527	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014048Z-modal-ltx-s4-768x448	nogit	768x448	948.967	508.818	0.000	208.327	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T014049Z-modal-ltx-s6-768x448	nogit	768x448	1085.866	615.607	0.000	224.011	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=6 guidance=1.0
20260424T014050Z-modal-ltx-s8-768x448	nogit	768x448	1171.154	722.885	0.000	212.822	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=8 guidance=1.0
20260424T014051Z-modal-ltx-s2-896x512	nogit	896x512	1152.909	688.067	0.000	223.087	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014052Z-modal-ltx-s3-896x512	nogit	896x512	1141.935	648.947	0.000	240.968	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014053Z-modal-ltx-s4-896x512	nogit	896x512	1192.674	733.541	0.000	226.405	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T014054Z-modal-ltx-s6-896x512	nogit	896x512	1346.790	878.190	0.000	222.307	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014056Z-modal-ltx-s8-896x512	nogit	896x512	1510.436	1039.120	0.000	225.918	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014057Z-modal-ltx-s2-960x544	nogit	960x544	1265.922	778.162	0.000	220.935	14.1682	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014059Z-modal-ltx-s3-960x544	nogit	960x544	1285.970	765.217	0.000	232.028	14.1679	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014100Z-modal-ltx-s4-960x544	nogit	960x544	1381.415	850.658	0.000	228.827	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014101Z-modal-ltx-s6-960x544	nogit	960x544	1496.173	1025.387	0.000	231.287	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014103Z-modal-ltx-s8-960x544	nogit	960x544	1653.650	1197.841	0.000	218.861	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014104Z-modal-ltx-s2-1024x576	nogit	1024x576	1407.022	861.837	0.000	240.743	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014110Z-modal-ltx-s3-1024x576	nogit	1024x576	1400.872	841.756	0.000	239.721	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014111Z-modal-ltx-s4-1024x576	nogit	1024x576	1500.328	938.596	0.000	243.865	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014113Z-modal-ltx-s6-1024x576	nogit	1024x576	1640.676	1136.502	0.000	244.608	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014114Z-modal-ltx-s8-1024x576	nogit	1024x576	1920.767	1333.540	0.000	248.540	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014121Z-modal-ltx-s2-1280x736	nogit	1280x736	2186.451	1271.571	0.000	259.475	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014123Z-modal-ltx-s3-1280x736	nogit	1280x736	2016.639	1388.220	0.000	268.951	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014125Z-modal-ltx-s4-1280x736	nogit	1280x736	2144.539	1575.227	0.000	263.073	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014127Z-modal-ltx-s6-1280x736	nogit	1280x736	2495.800	1910.534	0.000	247.996	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014130Z-modal-ltx-s8-1280x736	nogit	1280x736	2851.831	2267.763	0.000	300.724	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014133Z-modal-ltx-s2-768x448	nogit	768x448	795.650	402.078	0.000	197.256	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014134Z-modal-ltx-s3-768x448	nogit	768x448	866.912	455.731	0.000	215.059	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014135Z-modal-ltx-s4-768x448	nogit	768x448	921.957	512.734	0.000	207.759	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T014136Z-modal-ltx-s6-768x448	nogit	768x448	1011.924	618.489	0.000	212.407	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=6 guidance=1.0
20260424T014137Z-modal-ltx-s8-768x448	nogit	768x448	1132.376	731.070	0.000	205.307	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=8 guidance=1.0
20260424T014138Z-modal-ltx-s2-896x512	nogit	896x512	971.667	573.031	0.000	219.125	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014139Z-modal-ltx-s3-896x512	nogit	896x512	1087.649	651.477	0.000	233.956	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014140Z-modal-ltx-s4-896x512	nogit	896x512	1228.997	736.596	0.000	216.033	14.1189	NA	NA	NA	NA	pass	Modal LTX I2V steps=4 guidance=1.0
20260424T014141Z-modal-ltx-s6-896x512	nogit	896x512	1337.490	888.245	0.000	232.516	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014143Z-modal-ltx-s8-896x512	nogit	896x512	1477.052	1045.099	0.000	227.972	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014144Z-modal-ltx-s2-960x544	nogit	960x544	1126.258	683.886	0.000	226.494	14.1682	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014145Z-modal-ltx-s3-960x544	nogit	960x544	1226.380	766.294	0.000	227.842	14.1679	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T014146Z-modal-ltx-s4-960x544	nogit	960x544	1332.539	856.958	0.000	239.372	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014148Z-modal-ltx-s6-960x544	nogit	960x544	1485.728	1028.833	0.000	230.619	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014149Z-modal-ltx-s8-960x544	nogit	960x544	1638.631	1213.843	0.000	230.047	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014151Z-modal-ltx-s2-1024x576	nogit	1024x576	1318.803	741.836	0.000	232.445	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014152Z-modal-ltx-s3-1024x576	nogit	1024x576	1351.807	842.436	0.000	240.465	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014154Z-modal-ltx-s4-1024x576	nogit	1024x576	1447.104	941.059	0.000	231.567	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014208Z-modal-ltx-s2-seed0-768x448	nogit	768x448	119520.018	1022.941	0.000	335.299	14.0147	NA	NA	NA	NA	fail	Modal LTX I2V steps=2 guidance=1.0
20260424T014407Z-modal-ltx-s3-seed0-768x448	nogit	768x448	1537.268	504.597	0.000	230.885	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014409Z-modal-ltx-s4-seed0-768x448	nogit	768x448	1515.884	526.442	0.000	235.090	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014411Z-modal-ltx-s6-seed0-768x448	nogit	768x448	1559.487	633.638	0.000	229.739	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014412Z-modal-ltx-s8-seed0-768x448	nogit	768x448	1554.265	744.644	0.000	245.524	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014414Z-modal-ltx-s2-seed0-896x512	nogit	896x512	1579.954	727.956	0.000	252.440	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014415Z-modal-ltx-s3-seed0-896x512	nogit	896x512	1573.881	665.778	0.000	240.699	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014417Z-modal-ltx-s4-seed0-896x512	nogit	896x512	1562.896	738.767	0.000	235.583	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014418Z-modal-ltx-s6-seed0-896x512	nogit	896x512	1704.935	893.692	0.000	247.406	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014420Z-modal-ltx-s8-seed0-896x512	nogit	896x512	1964.021	1054.222	0.000	246.641	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014422Z-modal-ltx-s2-seed0-960x544	nogit	960x544	1619.415	769.584	0.000	251.545	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014424Z-modal-ltx-s3-seed0-960x544	nogit	960x544	1647.729	764.294	0.000	256.909	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014425Z-modal-ltx-s4-seed0-960x544	nogit	960x544	1681.139	857.350	0.000	249.548	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014427Z-modal-ltx-s6-seed0-960x544	nogit	960x544	1865.482	1024.418	0.000	250.575	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014429Z-modal-ltx-s8-seed0-960x544	nogit	960x544	2076.514	1206.060	0.000	235.107	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014431Z-modal-ltx-s2-seed0-1024x576	nogit	1024x576	1736.111	817.796	0.000	247.761	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014433Z-modal-ltx-s3-seed0-1024x576	nogit	1024x576	1789.187	842.714	0.000	260.403	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014434Z-modal-ltx-s4-seed0-1024x576	nogit	1024x576	1970.214	944.188	0.000	268.553	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014436Z-modal-ltx-s6-seed0-1024x576	nogit	1024x576	1979.965	1145.215	0.000	246.245	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014438Z-modal-ltx-s8-seed0-1024x576	nogit	1024x576	2206.265	1340.814	0.000	247.508	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014441Z-modal-ltx-s2-seed0-1280x736	nogit	1280x736	2360.615	1359.097	0.000	279.067	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014443Z-modal-ltx-s3-seed0-1280x736	nogit	1280x736	2357.261	1444.563	0.000	292.020	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014445Z-modal-ltx-s4-seed0-1280x736	nogit	1280x736	2544.720	1545.952	0.000	305.418	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014448Z-modal-ltx-s6-seed0-1280x736	nogit	1280x736	2968.627	1881.591	0.000	302.298	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014451Z-modal-ltx-s8-seed0-1280x736	nogit	1280x736	3331.718	2318.407	0.000	292.047	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014454Z-modal-ltx-s2-seed1-768x448	nogit	768x448	1370.589	443.958	0.000	227.610	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014456Z-modal-ltx-s3-seed1-768x448	nogit	768x448	1367.421	500.096	0.000	236.126	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014457Z-modal-ltx-s4-seed1-768x448	nogit	768x448	1360.342	530.558	0.000	233.802	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014458Z-modal-ltx-s6-seed1-768x448	nogit	768x448	1571.183	634.341	0.000	226.652	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014500Z-modal-ltx-s8-seed1-768x448	nogit	768x448	1604.626	746.992	0.000	229.027	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014501Z-modal-ltx-s2-seed1-896x512	nogit	896x512	1519.722	589.052	0.000	240.076	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014503Z-modal-ltx-s3-seed1-896x512	nogit	896x512	1540.320	661.178	0.000	241.936	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014505Z-modal-ltx-s4-seed1-896x512	nogit	896x512	1575.234	741.604	0.000	227.170	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014506Z-modal-ltx-s6-seed1-896x512	nogit	896x512	1731.528	902.088	0.000	231.572	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014508Z-modal-ltx-s8-seed1-896x512	nogit	896x512	2492.657	1059.876	0.000	255.114	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014510Z-modal-ltx-s2-seed1-960x544	nogit	960x544	1671.760	671.257	0.000	259.369	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014512Z-modal-ltx-s3-seed1-960x544	nogit	960x544	1652.538	766.648	0.000	263.629	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014514Z-modal-ltx-s4-seed1-960x544	nogit	960x544	1814.224	850.227	0.000	251.452	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014516Z-modal-ltx-s6-seed1-960x544	nogit	960x544	1865.532	1026.593	0.000	236.915	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014517Z-modal-ltx-s8-seed1-960x544	nogit	960x544	2012.231	1203.284	0.000	244.880	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014519Z-modal-ltx-s2-seed1-1024x576	nogit	1024x576	1650.494	747.394	0.000	244.461	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014521Z-modal-ltx-s3-seed1-1024x576	nogit	1024x576	1814.753	846.129	0.000	247.404	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014523Z-modal-ltx-s4-seed1-1024x576	nogit	1024x576	1785.088	946.091	0.000	233.691	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014525Z-modal-ltx-s6-seed1-1024x576	nogit	1024x576	2025.675	1147.798	0.000	257.847	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014527Z-modal-ltx-s8-seed1-1024x576	nogit	1024x576	2254.445	1344.375	0.000	251.075	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014529Z-modal-ltx-s2-seed1-1280x736	nogit	1280x736	2293.790	1270.263	0.000	305.032	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014531Z-modal-ltx-s3-seed1-1280x736	nogit	1280x736	2248.280	1369.976	0.000	285.080	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014533Z-modal-ltx-s4-seed1-1280x736	nogit	1280x736	2506.263	1543.845	0.000	292.238	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014536Z-modal-ltx-s6-seed1-1280x736	nogit	1280x736	2899.320	1980.354	0.000	296.678	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014539Z-modal-ltx-s8-seed1-1280x736	nogit	1280x736	3191.399	2272.604	0.000	292.138	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T014542Z-modal-ltx-s2-seed2-768x448	nogit	768x448	1242.133	413.151	0.000	217.768	14.0152	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T014543Z-modal-ltx-s3-seed2-768x448	nogit	768x448	1302.371	506.773	0.000	211.976	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014545Z-modal-ltx-s4-seed2-768x448	nogit	768x448	1325.519	533.480	0.000	209.544	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014546Z-modal-ltx-s6-seed2-768x448	nogit	768x448	1498.772	636.749	0.000	226.825	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014547Z-modal-ltx-s8-seed2-768x448	nogit	768x448	1586.941	750.084	0.000	233.648	14.0152	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014549Z-modal-ltx-s2-seed2-896x512	nogit	896x512	1456.461	630.701	0.000	239.887	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014551Z-modal-ltx-s3-seed2-896x512	nogit	896x512	1562.100	671.068	0.000	227.751	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014552Z-modal-ltx-s4-seed2-896x512	nogit	896x512	1694.393	742.942	0.000	227.662	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014554Z-modal-ltx-s6-seed2-896x512	nogit	896x512	1678.403	907.524	0.000	228.268	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014555Z-modal-ltx-s8-seed2-896x512	nogit	896x512	1969.559	1060.151	0.000	218.357	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014557Z-modal-ltx-s2-seed2-960x544	nogit	960x544	1581.194	679.704	0.000	234.300	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014559Z-modal-ltx-s3-seed2-960x544	nogit	960x544	1705.565	766.668	0.000	236.896	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014601Z-modal-ltx-s4-seed2-960x544	nogit	960x544	1731.125	848.594	0.000	235.771	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014602Z-modal-ltx-s6-seed2-960x544	nogit	960x544	1863.685	1033.466	0.000	236.179	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014604Z-modal-ltx-s8-seed2-960x544	nogit	960x544	2045.117	1206.362	0.000	240.720	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014606Z-modal-ltx-s2-seed2-1024x576	nogit	1024x576	1588.487	747.941	0.000	242.535	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T014608Z-modal-ltx-s3-seed2-1024x576	nogit	1024x576	1699.870	848.429	0.000	249.757	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T014610Z-modal-ltx-s4-seed2-1024x576	nogit	1024x576	1964.671	948.316	0.000	246.239	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T014612Z-modal-ltx-s6-seed2-1024x576	nogit	1024x576	2068.167	1152.366	0.000	274.913	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T014614Z-modal-ltx-s8-seed2-1024x576	nogit	1024x576	2196.860	1347.882	0.000	260.399	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T014616Z-modal-ltx-s2-seed2-1280x736	nogit	1280x736	2086.249	1174.446	0.000	286.179	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
