run_id	commit	resolution	wall_time_ms	model_ms	decode_ms	encode_ms	peak_vram_gb	text_score	layout_score	motion_score	loop_error	status	description
20260424T054437Z-modal-ltx-s8-seed295-896x512	nogit	896x512	1949.116	1133.735	0.000	200.930	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054439Z-modal-ltx-s2-seed295-960x544	nogit	960x544	1605.672	760.098	0.000	211.401	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054441Z-modal-ltx-s3-seed295-960x544	nogit	960x544	1672.966	845.823	0.000	208.383	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054442Z-modal-ltx-s4-seed295-960x544	nogit	960x544	1772.389	934.472	0.000	212.766	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054444Z-modal-ltx-s6-seed295-960x544	nogit	960x544	1957.046	1106.171	0.000	208.316	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054446Z-modal-ltx-s8-seed295-960x544	nogit	960x544	2108.457	1279.453	0.000	223.955	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054448Z-modal-ltx-s2-seed295-1024x576	nogit	1024x576	1729.207	838.658	0.000	225.229	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054450Z-modal-ltx-s3-seed295-1024x576	nogit	1024x576	1780.706	940.425	0.000	215.001	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054452Z-modal-ltx-s4-seed295-1024x576	nogit	1024x576	1902.918	1042.578	0.000	222.443	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054454Z-modal-ltx-s6-seed295-1024x576	nogit	1024x576	2133.087	1238.884	0.000	215.567	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054456Z-modal-ltx-s8-seed295-1024x576	nogit	1024x576	2267.631	1434.928	0.000	214.310	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054458Z-modal-ltx-s2-seed295-1280x736	nogit	1280x736	2305.752	1387.775	0.000	250.588	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054500Z-modal-ltx-s3-seed295-1280x736	nogit	1280x736	2479.978	1561.103	0.000	251.418	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054503Z-modal-ltx-s4-seed295-1280x736	nogit	1280x736	2687.045	1736.826	0.000	248.983	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054506Z-modal-ltx-s6-seed295-1280x736	nogit	1280x736	3074.023	2090.866	0.000	250.967	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T054509Z-modal-ltx-s8-seed295-1280x736	nogit	1280x736	3341.358	2446.207	0.000	250.492	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T054512Z-modal-ltx-s2-seed296-768x448	nogit	768x448	1234.563	466.300	0.000	191.999	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T054513Z-modal-ltx-s3-seed296-768x448	nogit	768x448	1294.701	520.624	0.000	188.797	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=3 guidance=1.0
20260424T054514Z-modal-ltx-s4-seed296-768x448	nogit	768x448	1469.976	573.081	0.000	189.506	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054516Z-modal-ltx-s6-seed296-768x448	nogit	768x448	1481.400	675.324	0.000	188.052	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054517Z-modal-ltx-s8-seed296-768x448	nogit	768x448	1637.088	786.971	0.000	199.653	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054519Z-modal-ltx-s2-seed296-896x512	nogit	896x512	1492.803	657.351	0.000	200.702	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054521Z-modal-ltx-s3-seed296-896x512	nogit	896x512	1555.953	737.823	0.000	201.262	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054522Z-modal-ltx-s4-seed296-896x512	nogit	896x512	1633.086	818.074	0.000	200.251	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054524Z-modal-ltx-s6-seed296-896x512	nogit	896x512	1810.642	977.280	0.000	200.850	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054526Z-modal-ltx-s8-seed296-896x512	nogit	896x512	1962.786	1134.364	0.000	201.258	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054528Z-modal-ltx-s2-seed296-960x544	nogit	960x544	1634.196	759.255	0.000	214.336	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054529Z-modal-ltx-s3-seed296-960x544	nogit	960x544	1703.545	846.474	0.000	220.145	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054531Z-modal-ltx-s4-seed296-960x544	nogit	960x544	1806.165	932.765	0.000	210.271	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054533Z-modal-ltx-s6-seed296-960x544	nogit	960x544	1945.899	1104.152	0.000	218.108	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054535Z-modal-ltx-s8-seed296-960x544	nogit	960x544	2127.169	1281.343	0.000	211.451	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054537Z-modal-ltx-s2-seed296-1024x576	nogit	1024x576	1713.495	838.888	0.000	219.327	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054538Z-modal-ltx-s3-seed296-1024x576	nogit	1024x576	1835.814	938.630	0.000	226.005	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054540Z-modal-ltx-s4-seed296-1024x576	nogit	1024x576	1901.189	1037.989	0.000	215.773	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054542Z-modal-ltx-s6-seed296-1024x576	nogit	1024x576	2167.481	1237.155	0.000	218.391	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054544Z-modal-ltx-s8-seed296-1024x576	nogit	1024x576	2289.888	1436.697	0.000	215.758	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054547Z-modal-ltx-s2-seed296-1280x736	nogit	1280x736	2286.247	1389.117	0.000	249.515	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054549Z-modal-ltx-s3-seed296-1280x736	nogit	1280x736	2437.293	1558.370	0.000	250.917	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054551Z-modal-ltx-s4-seed296-1280x736	nogit	1280x736	2707.224	1738.018	0.000	249.475	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054554Z-modal-ltx-s6-seed296-1280x736	nogit	1280x736	3017.597	2089.187	0.000	250.403	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T054557Z-modal-ltx-s8-seed296-1280x736	nogit	1280x736	3345.919	2447.063	0.000	252.768	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T054601Z-modal-ltx-s2-seed297-768x448	nogit	768x448	1276.840	466.724	0.000	187.534	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T054602Z-modal-ltx-s3-seed297-768x448	nogit	768x448	55923.863	520.104	0.000	196.763	14.0137	NA	NA	NA	NA	fail	Modal LTX I2V steps=3 guidance=1.0
20260424T054658Z-modal-ltx-s4-seed297-768x448	nogit	768x448	1364.797	581.853	0.000	199.626	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054659Z-modal-ltx-s6-seed297-768x448	nogit	768x448	1468.065	677.496	0.000	185.579	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054701Z-modal-ltx-s8-seed297-768x448	nogit	768x448	1572.035	787.100	0.000	189.828	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054702Z-modal-ltx-s2-seed297-896x512	nogit	896x512	1603.761	676.487	0.000	204.757	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054704Z-modal-ltx-s3-seed297-896x512	nogit	896x512	1558.394	746.133	0.000	204.187	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054705Z-modal-ltx-s4-seed297-896x512	nogit	896x512	1654.148	815.904	0.000	199.967	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054707Z-modal-ltx-s6-seed297-896x512	nogit	896x512	1859.618	971.494	0.000	200.890	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054709Z-modal-ltx-s8-seed297-896x512	nogit	896x512	1994.005	1128.149	0.000	217.175	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054711Z-modal-ltx-s2-seed297-960x544	nogit	960x544	1612.816	758.193	0.000	212.656	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054712Z-modal-ltx-s3-seed297-960x544	nogit	960x544	1691.612	847.366	0.000	208.203	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054714Z-modal-ltx-s4-seed297-960x544	nogit	960x544	1814.672	930.200	0.000	213.399	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054716Z-modal-ltx-s6-seed297-960x544	nogit	960x544	2001.834	1105.716	0.000	210.078	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054718Z-modal-ltx-s8-seed297-960x544	nogit	960x544	2098.300	1276.667	0.000	206.379	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054720Z-modal-ltx-s2-seed297-1024x576	nogit	1024x576	1753.034	840.769	0.000	217.454	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054722Z-modal-ltx-s3-seed297-1024x576	nogit	1024x576	1859.328	939.365	0.000	212.863	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054724Z-modal-ltx-s4-seed297-1024x576	nogit	1024x576	1917.225	1036.964	0.000	224.527	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054726Z-modal-ltx-s6-seed297-1024x576	nogit	1024x576	2176.154	1235.625	0.000	214.176	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054728Z-modal-ltx-s8-seed297-1024x576	nogit	1024x576	2291.255	1430.229	0.000	226.510	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054730Z-modal-ltx-s2-seed297-1280x736	nogit	1280x736	2332.999	1395.128	0.000	250.199	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054732Z-modal-ltx-s3-seed297-1280x736	nogit	1280x736	2525.920	1555.653	0.000	250.690	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054735Z-modal-ltx-s4-seed297-1280x736	nogit	1280x736	2607.191	1735.883	0.000	252.039	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054738Z-modal-ltx-s6-seed297-1280x736	nogit	1280x736	2956.195	2084.358	0.000	246.423	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054740Z-modal-ltx-s8-seed297-1280x736	nogit	1280x736	3361.003	2443.737	0.000	246.821	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T054744Z-modal-ltx-s2-seed298-768x448	nogit	768x448	1247.028	463.133	0.000	185.382	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T054745Z-modal-ltx-s3-seed298-768x448	nogit	768x448	1340.827	519.986	0.000	187.932	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054746Z-modal-ltx-s4-seed298-768x448	nogit	768x448	1376.292	570.712	0.000	199.459	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054748Z-modal-ltx-s6-seed298-768x448	nogit	768x448	1447.167	676.776	0.000	187.732	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054749Z-modal-ltx-s8-seed298-768x448	nogit	768x448	1565.288	787.506	0.000	185.317	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054751Z-modal-ltx-s2-seed298-896x512	nogit	896x512	1455.047	656.836	0.000	209.889	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054752Z-modal-ltx-s3-seed298-896x512	nogit	896x512	1566.936	736.459	0.000	219.327	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054754Z-modal-ltx-s4-seed298-896x512	nogit	896x512	1699.550	815.500	0.000	202.998	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054756Z-modal-ltx-s6-seed298-896x512	nogit	896x512	1789.293	974.781	0.000	205.376	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054757Z-modal-ltx-s8-seed298-896x512	nogit	896x512	1939.011	1134.697	0.000	212.092	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054759Z-modal-ltx-s2-seed298-960x544	nogit	960x544	1682.562	759.013	0.000	210.798	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054801Z-modal-ltx-s3-seed298-960x544	nogit	960x544	1688.606	844.373	0.000	209.716	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054803Z-modal-ltx-s4-seed298-960x544	nogit	960x544	1754.528	930.375	0.000	211.948	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054804Z-modal-ltx-s6-seed298-960x544	nogit	960x544	1967.909	1105.109	0.000	212.774	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054806Z-modal-ltx-s8-seed298-960x544	nogit	960x544	2128.122	1277.293	0.000	219.554	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054809Z-modal-ltx-s2-seed298-1024x576	nogit	1024x576	1715.100	836.846	0.000	226.454	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054810Z-modal-ltx-s3-seed298-1024x576	nogit	1024x576	1807.932	938.112	0.000	233.241	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054812Z-modal-ltx-s4-seed298-1024x576	nogit	1024x576	1880.821	1037.174	0.000	221.742	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054814Z-modal-ltx-s6-seed298-1024x576	nogit	1024x576	2098.787	1235.466	0.000	220.642	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054816Z-modal-ltx-s8-seed298-1024x576	nogit	1024x576	2299.647	1434.108	0.000	222.436	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054818Z-modal-ltx-s2-seed298-1280x736	nogit	1280x736	2285.359	1389.834	0.000	253.287	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054821Z-modal-ltx-s3-seed298-1280x736	nogit	1280x736	2461.200	1559.112	0.000	256.372	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054823Z-modal-ltx-s4-seed298-1280x736	nogit	1280x736	2630.748	1734.057	0.000	247.807	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054826Z-modal-ltx-s6-seed298-1280x736	nogit	1280x736	2964.536	2087.727	0.000	249.106	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054829Z-modal-ltx-s8-seed298-1280x736	nogit	1280x736	3331.114	2441.041	0.000	251.319	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T054832Z-modal-ltx-s2-seed299-768x448	nogit	768x448	1268.537	465.415	0.000	186.713	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T054833Z-modal-ltx-s3-seed299-768x448	nogit	768x448	1338.433	518.751	0.000	187.674	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054835Z-modal-ltx-s4-seed299-768x448	nogit	768x448	1436.890	573.473	0.000	194.953	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054836Z-modal-ltx-s6-seed299-768x448	nogit	768x448	1482.256	675.871	0.000	201.113	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054838Z-modal-ltx-s8-seed299-768x448	nogit	768x448	1582.016	785.375	0.000	188.135	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054839Z-modal-ltx-s2-seed299-896x512	nogit	896x512	1547.925	659.456	0.000	215.698	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054841Z-modal-ltx-s3-seed299-896x512	nogit	896x512	1587.279	740.258	0.000	220.998	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054842Z-modal-ltx-s4-seed299-896x512	nogit	896x512	1643.929	815.826	0.000	201.916	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054844Z-modal-ltx-s6-seed299-896x512	nogit	896x512	1896.445	978.771	0.000	217.981	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054846Z-modal-ltx-s8-seed299-896x512	nogit	896x512	2063.207	1138.978	0.000	209.129	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054848Z-modal-ltx-s2-seed299-960x544	nogit	960x544	1592.660	759.112	0.000	209.690	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054850Z-modal-ltx-s3-seed299-960x544	nogit	960x544	1687.682	847.174	0.000	219.618	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054851Z-modal-ltx-s4-seed299-960x544	nogit	960x544	1749.376	932.844	0.000	208.910	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054853Z-modal-ltx-s6-seed299-960x544	nogit	960x544	1962.801	1130.823	0.000	222.799	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054855Z-modal-ltx-s8-seed299-960x544	nogit	960x544	2150.724	1317.396	0.000	219.055	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054857Z-modal-ltx-s2-seed299-1024x576	nogit	1024x576	1786.918	858.640	0.000	219.579	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054859Z-modal-ltx-s3-seed299-1024x576	nogit	1024x576	1813.025	955.029	0.000	214.766	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T054901Z-modal-ltx-s4-seed299-1024x576	nogit	1024x576	1900.700	1044.494	0.000	220.809	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054903Z-modal-ltx-s6-seed299-1024x576	nogit	1024x576	2210.813	1255.198	0.000	231.918	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T054905Z-modal-ltx-s8-seed299-1024x576	nogit	1024x576	2322.326	1449.330	0.000	224.641	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T054907Z-modal-ltx-s2-seed299-1280x736	nogit	1280x736	2316.897	1400.716	0.000	244.506	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T054909Z-modal-ltx-s3-seed299-1280x736	nogit	1280x736	3687.700	1579.122	0.000	250.958	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=3 guidance=1.0
20260424T054913Z-modal-ltx-s4-seed299-1280x736	nogit	1280x736	2919.755	1763.314	0.000	253.044	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T054916Z-modal-ltx-s6-seed299-1280x736	nogit	1280x736	3056.179	2150.516	0.000	242.596	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=6 guidance=1.0
20260424T054919Z-modal-ltx-s8-seed299-1280x736	nogit	1280x736	3342.575	2473.896	0.000	257.017	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T054922Z-modal-ltx-s2-seed300-768x448	nogit	768x448	28541.602	505.902	0.000	200.907	14.0137	NA	NA	NA	NA	fail	Modal LTX I2V steps=2 guidance=1.0
20260424T054951Z-modal-ltx-s3-seed300-768x448	nogit	768x448	21833.152	524.051	0.000	194.111	14.0137	NA	NA	NA	NA	fail	Modal LTX I2V steps=3 guidance=1.0
20260424T055013Z-modal-ltx-s4-seed300-768x448	nogit	768x448	1850.892	583.861	0.000	198.647	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T055015Z-modal-ltx-s6-seed300-768x448	nogit	768x448	1727.836	685.091	0.000	197.721	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T055016Z-modal-ltx-s8-seed300-768x448	nogit	768x448	1669.034	787.022	0.000	188.811	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T055018Z-modal-ltx-s2-seed300-896x512	nogit	896x512	1527.033	659.754	0.000	218.097	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T055020Z-modal-ltx-s3-seed300-896x512	nogit	896x512	1584.291	742.410	0.000	206.544	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T055021Z-modal-ltx-s4-seed300-896x512	nogit	896x512	1683.400	830.977	0.000	218.171	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T055023Z-modal-ltx-s6-seed300-896x512	nogit	896x512	1782.370	987.495	0.000	200.860	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T055025Z-modal-ltx-s8-seed300-896x512	nogit	896x512	2001.220	1136.426	0.000	222.145	14.1189	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T055027Z-modal-ltx-s2-seed300-960x544	nogit	960x544	1592.568	768.777	0.000	218.789	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T055028Z-modal-ltx-s3-seed300-960x544	nogit	960x544	1697.521	851.774	0.000	222.205	14.1679	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T055030Z-modal-ltx-s4-seed300-960x544	nogit	960x544	1748.457	945.285	0.000	217.304	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T055032Z-modal-ltx-s6-seed300-960x544	nogit	960x544	1917.647	1109.878	0.000	213.328	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T055034Z-modal-ltx-s8-seed300-960x544	nogit	960x544	2136.182	1279.815	0.000	217.174	14.1682	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T055036Z-modal-ltx-s2-seed300-1024x576	nogit	1024x576	1742.152	898.661	0.000	227.492	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T055038Z-modal-ltx-s3-seed300-1024x576	nogit	1024x576	1780.449	957.284	0.000	219.336	14.1699	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T055039Z-modal-ltx-s4-seed300-1024x576	nogit	1024x576	1874.077	1043.884	0.000	221.853	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T055041Z-modal-ltx-s6-seed300-1024x576	nogit	1024x576	2316.527	1286.447	0.000	221.557	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T055044Z-modal-ltx-s8-seed300-1024x576	nogit	1024x576	2243.545	1437.163	0.000	218.473	14.1696	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=8 guidance=1.0
20260424T055046Z-modal-ltx-s2-seed300-1280x736	nogit	1280x736	2342.772	1413.502	0.000	254.219	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=2 guidance=1.0
20260424T055048Z-modal-ltx-s3-seed300-1280x736	nogit	1280x736	2547.400	1630.465	0.000	254.949	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
20260424T055051Z-modal-ltx-s4-seed300-1280x736	nogit	1280x736	2668.569	1744.978	0.000	256.192	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=4 guidance=1.0
20260424T055053Z-modal-ltx-s6-seed300-1280x736	nogit	1280x736	2984.392	2109.519	0.000	257.336	14.1752	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=6 guidance=1.0
20260424T055056Z-modal-ltx-s8-seed300-1280x736	nogit	1280x736	3335.434	2450.734	0.000	247.847	14.1752	NA	NA	NA	NA	fail	Modal LTX I2V steps=8 guidance=1.0
20260424T055100Z-modal-ltx-s2-seed301-768x448	nogit	768x448	1256.694	467.470	0.000	194.419	14.0137	NA	NA	NA	NA	pass	Modal LTX I2V steps=2 guidance=1.0
20260424T055101Z-modal-ltx-s3-seed301-768x448	nogit	768x448	1412.451	524.832	0.000	190.960	14.0137	NA	NA	NA	NA	near_miss	Modal LTX I2V steps=3 guidance=1.0
